00458,9000001,D,PV,P,001
00458,9000002,D,PV,P,001
00458,9000003,D,PV,P,001
00458,9000004,D,PV,P,002
00458,9000005,D,PV,P,001
00458,9000006,D,PV,P,005
00458,9000007,D,PV,P,001
00458,9000008,D,PV,P,001
00458,9000009,D,PV,P,005
00458,9000010,D,PV,P,001
00458,9000011,D,PV,P,001
00458,9000012,D,PV,P,002
00458,9000012,D,PV,P,003
00458,9000013,D,PV,P,001
00458,9000014,D,PV,P,001
00458,9000015,D,PV,P,001
00458,9000016,D,PV,P,001
00458,9000017,D,PV,P,001
00458,9000018,D,PV,P,001
00458,9000019,D,PV,P,001
00458,9000020,D,PV,P,001
00458,9000025,D,PV,P,003
00458,9000025,D,PV,P,004
00458,9000026,D,PV,P,002
00458,9000027,D,PV,P,001
00458,9000040,D,PV,P,001
00458,9000040,D,PV,P,002
00458,9000040,D,PV,H,003
00458,9000041,D,PV,P,001
00458,9000041,D,PV,P,002
00458,9000041,D,PV,H,003
00458,9000042,D,PV,P,001
00458,9000042,D,PV,P,002
00458,9000042,D,PV,H,003
00458,9000049,D,PV,P,001
00458,9000049,D,PV,P,002
00458,9000049,D,PV,H,003
00458,9000050,D,PV,P,001
00458,9000050,D,PV,P,002
00458,9000050,D,PV,P,003
00458,9000051,D,PV,P,001
00458,9000051,D,PV,P,002
00458,9000051,D,PV,H,003
00458,9000054,D,PV,P,001
00458,9000059,D,PV,P,001
00458,9000059,D,PV,P,002
00458,9000059,D,PV,P,003
00458,9000059,D,PV,H,004
00458,9000083,D,PV,P,001
00458,9000083,D,PV,P,002
00458,9000083,D,PV,P,003
00458,9000083,D,PV,P,004
00458,9000084,D,PV,P,001
00458,9000085,D,PV,P,001
00458,9000086,D,PV,P,001
00458,9000086,D,PV,P,002
00458,9000086,D,PV,P,003
00458,9000087,D,PV,P,001
00458,9000087,D,PV,P,002
00458,9000087,D,PV,P,004
00458,9000088,D,PV,P,001
00458,9000089,D,PV,P,001
00458,9000089,D,PV,P,002
00458,9000089,D,PV,P,003
00458,9000090,D,PV,P,001
00458,9000090,D,PV,P,002
00458,9000090,D,PV,P,003
00458,9000091,D,PV,P,002
00458,9000091,D,PV,P,003
00458,9000091,D,PV,P,004
00458,9000091,D,PV,P,005
00458,9000091,D,PV,P,006
00458,9000091,D,PV,P,007
00458,9000091,D,PV,P,008
00458,9000091,D,PV,P,009
00458,9000091,D,PV,P,010
00458,9000091,D,PV,P,011
00458,9000091,D,PV,P,012
00458,9000091,D,PV,P,013
00458,9000091,D,PV,P,014
00458,9000091,D,PV,P,015
00458,9000091,D,PV,P,016
00458,9000091,D,PV,P,018
00458,9000091,D,PV,P,019
00458,9000091,D,PV,P,021
00458,9000091,D,PV,P,022
00458,9000091,D,PV,P,023
00458,9000091,D,PV,P,024
00458,9000091,D,PV,P,025
00458,9000091,D,PV,P,026
00458,9000091,D,PV,P,027
00458,9000091,D,PV,P,028
00458,9000091,D,PV,P,029
00458,9000091,D,PV,P,030
00458,9000092,D,PV,P,001
00458,9000093,D,PV,P,001
00458,9000093,D,PV,P,002
00458,9000093,D,PV,P,003
00458,9000094,D,PV,P,001
00458,9000094,D,PV,P,002
00458,9000094,D,PV,P,003
00458,9000096,D,PV,P,001
00458,9000097,D,PV,P,001
00458,9000097,D,PV,P,002
00458,9000097,D,PV,P,003
00458,9000097,D,PV,P,004
00458,9000098,D,PV,P,001
00458,9000099,D,PV,P,001
00458,9000099,D,PV,P,002
00458,9000099,D,PV,P,003
00458,9000099,D,PV,H,004
00458,9000101,D,PV,P,001
00458,9000101,D,PV,P,002
00458,9000101,D,PV,P,003
00458,9000101,D,PV,H,004
00458,9000102,D,PV,P,001
00458,9000102,D,PV,P,002
00458,9000102,D,PV,P,003
00458,9000102,D,PV,H,004
00458,9000103,D,PV,P,001
00458,9000103,D,PV,P,002
00458,9000110,D,PV,P,001
00458,9000110,D,PV,P,002
00458,9000156,D,PX,P,001
00458,9000159,D,PV,P,001
00458,9000165,D,PV,P,001
00458,9000191,D,PX,P,002
00458,9000191,D,PX,P,003
00458,9000191,D,PX,P,004
00458,9000204,D,PX,P,001
00458,9000204,D,PX,P,002
00458,9000204,D,PX,P,003
00458,9000204,D,PX,P,004
00458,9000209,D,PV,P,001
00458,9000210,D,PV,P,001
00458,9000216,D,PV,P,001
00458,9000218,D,PV,P,001
00458,9000230,D,PX,P,001
00458,9000231,D,PV,P,001
00458,9000234,D,PV,P,001
00458,9000235,D,PV,P,001
00458,9000236,D,PV,P,001
00458,9000237,D,PV,P,001
00458,9000238,D,PV,P,001
00458,9000244,D,PV,P,001
00458,9000244,D,PV,P,002
00458,9000244,D,PV,P,003
00458,9000245,D,PV,P,001
00458,9000245,D,PV,P,002
00458,9000246,D,PV,P,001
00458,9000262,D,PV,P,001
00458,9000265,D,PV,P,001
00458,9000265,D,PV,P,002
00458,9000266,D,PV,P,001
00458,9000267,D,PV,P,001
00458,9000270,D,PV,P,001
00458,9000271,D,PV,P,001
00458,9000271,D,PV,P,002
00458,9000277,D,PV,P,001
00458,9000278,D,PV,P,001
00458,9000279,D,PV,P,001
00458,9000279,D,PV,P,002
00458,9000283,D,PV,P,001
00458,9000283,D,PV,P,002
00458,9000283,D,PV,P,003
00458,9000284,D,PV,P,001
00458,9000284,D,PV,P,002
00458,9000284,D,PV,P,003
00458,9000284,D,PV,P,004
00458,9000284,D,PV,P,005
00458,9000284,D,PV,P,006
00458,9000284,D,PV,P,007
00458,9000284,D,PV,P,008
00458,9000284,D,PV,P,009
00458,9000284,D,PV,P,010
00458,9000284,D,PV,P,011
00458,9000284,D,PV,P,012
00458,9000295,D,PV,P,002
00458,9000296,D,PV,P,002
00458,9000297,D,PV,P,001
00458,9000298,D,PV,P,001
00458,9000298,D,PV,P,002
00458,9000301,D,PV,P,001
00458,9000302,D,PV,P,001
00458,9000311,D,PV,P,001
00458,9000312,D,PV,P,001
00458,9000313,D,PV,P,001
00458,9000313,D,PV,P,002
00458,9000314,D,PV,P,001
00458,9000314,D,PV,P,002
00458,9000315,D,PV,P,001
00458,9000316,D,PV,P,001
00458,9000317,D,PV,P,001
00458,9000318,D,PV,P,001
00458,9000319,D,PV,P,001
00458,9000320,D,PV,P,001
00458,9000321,D,PV,P,001
00458,9000322,D,PV,P,001
00458,9000322,D,PV,P,002
00458,9000322,D,PV,H,003
00458,9000323,D,PV,P,001
00458,9000323,D,PV,P,002
00458,9000323,D,PV,H,003
00458,9000324,D,PV,P,001
00458,9000324,D,PV,P,002
00458,9000324,D,PV,H,003
00458,9000325,D,PV,P,001
00458,9000325,D,PV,P,002
00458,9000325,D,PV,H,003
00458,9000326,D,PV,P,001
00458,9000326,D,PV,P,002
00458,9000326,D,PV,H,003
00458,9000327,D,PV,P,001
00458,9000327,D,PV,P,002
00458,9000327,D,PV,H,003
00458,9000328,D,PV,P,001
00458,9000329,D,PV,P,001
00458,9000329,D,PV,P,002
00458,9000329,D,PV,H,003
00458,9000356,D,PV,P,001
00458,9000365,D,PV,P,001
00458,9000365,D,PV,P,004
00458,9000366,D,PV,P,001
00458,9000369,D,PV,P,001
00458,9000370,D,PV,P,001
00458,9000370,D,PV,P,002
00458,9000371,D,PV,P,001
00458,9000371,D,PV,P,002
00458,9000371,D,PV,P,003
00458,9000371,D,PV,P,004
00458,9000384,D,PV,P,001
00458,9000395,D,PV,P,001
00458,9000396,D,PV,P,001
00458,9000397,D,PV,P,001
00458,9000398,D,PV,P,001
00458,9000399,D,PV,P,001
00458,9000400,D,PV,P,001
00458,9000401,D,PV,P,001
00458,9000402,D,PV,P,001
00458,9000403,D,PV,P,001
00458,9000406,D,PX,P,001
00458,9000406,D,PX,P,002
00458,9000406,D,PX,P,003
00458,9000406,D,PX,P,004
00458,9000406,D,PX,P,005
00458,9000414,D,PX,P,001
00458,9000415,D,PX,P,001
00458,9000416,D,PX,P,001
00458,9000428,D,PV,P,001
00458,9000430,D,PV,P,001
00458,9000431,D,PV,P,001
00458,9000437,D,PV,P,001
00458,9000438,D,PX,P,001
00458,9000438,D,PX,P,002
00458,9000444,D,PX,P,001
00458,9000444,D,PX,P,002
00458,9000444,D,PX,P,003
00458,9000444,D,PX,P,004
00458,9000444,D,PX,P,005
00458,9000444,D,PX,P,006
00458,9000444,D,PX,P,007
00458,9000444,D,PX,P,008
00458,9000444,D,PX,P,009
00458,9000444,D,PX,P,010
00458,9000444,D,PX,P,011
00458,9000444,D,PX,P,012
00458,9000444,D,PX,P,013
00458,9000444,D,PX,P,014
00458,9000444,D,PX,P,015
00458,9000444,D,PX,P,016
00458,9000444,D,PX,P,017
00458,9000444,D,PX,P,018
00458,9000444,D,PX,P,019
00458,9000444,D,PX,P,020
00458,9000444,D,PX,P,021
00458,9000444,D,PX,P,022
00458,9000444,D,PX,P,023
00458,9000444,D,PX,P,024
00458,9000444,D,PX,P,025
00458,9000444,D,PX,P,026
00458,9000444,D,PX,P,027
00458,9000444,D,PX,P,028
00458,9000444,D,PX,P,029
00458,9000444,D,PX,P,030
00458,9000444,D,PX,P,031
00458,9000444,D,PX,P,032
00458,9000444,D,PX,P,033
00458,9000444,D,PX,P,034
00458,9000444,D,PX,P,035
00458,9000444,D,PX,P,036
00458,9000444,D,PX,P,037
00458,9000444,D,PX,P,038
00458,9000444,D,PX,P,039
00458,9000444,D,PX,P,040
00458,9000444,D,PX,P,041
00458,9000444,D,PX,P,042
00458,9000444,D,PX,P,043
00458,9000444,D,PX,P,044
00458,9000444,D,PX,P,045
00458,9000444,D,PX,P,046
00458,9000444,D,PX,P,047
00458,9000444,D,PX,P,048
00458,9000444,D,PX,P,049
00458,9000444,D,PX,P,050
00458,9000444,D,PX,P,051
00458,9000444,D,PX,P,052
00458,9000444,D,PX,P,053
00458,9000444,D,PX,P,054
00458,9000444,D,PX,P,055
00458,9000444,D,PX,P,056
00458,9000444,D,PX,P,057
00458,9000444,D,PX,P,058
00458,9000444,D,PX,P,059
00458,9000445,D,PX,P,001
00458,9000445,D,PX,P,002
00458,9000445,D,PX,P,003
00458,9000445,D,PX,P,004
00458,9000445,D,PX,P,005
00458,9000445,D,PX,P,006
00458,9000445,D,PX,P,007
00458,9000445,D,PX,P,008
00458,9000445,D,PX,P,009
00458,9000445,D,PX,P,010
00458,9000445,D,PX,P,011
00458,9000445,D,PX,P,012
00458,9000445,D,PX,P,013
00458,9000445,D,PX,P,014
00458,9000445,D,PX,P,015
00458,9000445,D,PX,P,016
00458,9000445,D,PX,P,017
